state,Denominator,prevalence_per_1000,lower_ci,upper_ci,Prevalence Range,Show Lower and Upper CI,year,data_set
Connecticut,3064.0,35.6,26.3,48.1,30+,Yes,2020,National Survey of Children's Health†
Connecticut,1421.0,29.4,20.5,41.8,20 to <30,Yes,2022,National Survey of Children's Health†
Connecticut,510125.0,2.3,2.2,2.4,<10,Yes,2000,Special Education Child Count
Connecticut,517272.0,2.7,2.5,2.8,<10,Yes,2001,Special Education Child Count
Connecticut,517649.0,3.2,3.1,3.4,<10,Yes,2002,Special Education Child Count
Connecticut,523070.0,3.7,3.5,3.8,<10,Yes,2003,Special Education Child Count
Connecticut,523056.0,4.3,4.1,4.5,<10,Yes,2004,Special Education Child Count
Connecticut,521079.0,5.1,4.9,5.3,<10,Yes,2005,Special Education Child Count
Connecticut,520689.0,6.0,5.8,6.2,<10,Yes,2006,Special Education Child Count
Connecticut,516557.0,6.9,6.7,7.1,<10,Yes,2007,Special Education Child Count
Connecticut,511562.0,8.1,7.9,8.3,<10,Yes,2008,Special Education Child Count
Connecticut,508413.0,9.2,9.0,9.5,<10,Yes,2009,Special Education Child Count
Connecticut,504955.0,10.1,9.9,10.4,10 to <20,Yes,2010,Special Education Child Count
Connecticut,499575.0,11.2,10.9,11.5,10 to <20,Yes,2011,Special Education Child Count
Connecticut,495151.0,12.2,11.9,12.5,10 to <20,Yes,2012,Special Education Child Count
Connecticut,491004.0,13.0,12.6,13.3,10 to <20,Yes,2013,Special Education Child Count
Connecticut,487037.0,13.9,13.6,14.2,10 to <20,Yes,2014,Special Education Child Count
Connecticut,482907.0,14.7,14.4,15.0,10 to <20,Yes,2015,Special Education Child Count
Connecticut,479942.0,15.4,15.0,15.7,10 to <20,Yes,2016,Special Education Child Count
Connecticut,476476.0,16.2,15.9,16.6,10 to <20,Yes,2017,Special Education Child Count
Connecticut,472070.0,17.1,16.7,17.5,10 to <20,Yes,2018,Special Education Child Count
Connecticut,468666.0,18.3,17.9,18.7,10 to <20,Yes,2019,Special Education Child Count
Connecticut,461765.0,20.3,19.9,20.7,20 to <30,Yes,2020,Special Education Child Count
Connecticut,456369.0,21.6,21.2,22.0,20 to <30,Yes,2021,Special Education Child Count
Connecticut,459678.0,23.0,22.6,23.5,20 to <30,Yes,2022,Special Education Child Count
Delaware,42834.0,3.2,2.7,3.8,<10,Yes,2000,Medicaid
Delaware,46003.0,2.8,2.3,3.3,<10,Yes,2001,Medicaid
Delaware,49318.0,4.0,3.5,4.6,<10,Yes,2002,Medicaid
Delaware,51552.0,3.8,3.3,4.3,<10,Yes,2003,Medicaid
Delaware,54121.0,3.5,3.0,4.0,<10,Yes,2004,Medicaid
Delaware,56660.0,3.7,3.2,4.2,<10,Yes,2005,Medicaid
Delaware,57289.0,4.0,3.6,4.6,<10,Yes,2006,Medicaid
Delaware,57971.0,4.5,4.0,5.0,<10,Yes,2007,Medicaid
Delaware,60841.0,4.6,4.1,5.2,<10,Yes,2008,Medicaid
Delaware,64313.0,4.8,4.3,5.4,<10,Yes,2009,Medicaid
Delaware,68633.0,5.4,4.9,6.0,<10,Yes,2010,Medicaid
Delaware,73977.0,8.8,8.2,9.5,<10,Yes,2011,Medicaid
Delaware,76828.0,10.0,9.4,10.8,10 to <20,Yes,2012,Medicaid
Delaware,78636.0,10.6,9.9,11.4,10 to <20,Yes,2013,Medicaid
Delaware,90960.0,15.4,14.6,16.2,10 to <20,Yes,2016,Medicaid
Delaware,89898.0,17.0,16.1,17.8,10 to <20,Yes,2017,Medicaid
Delaware,90356.0,18.7,17.8,19.6,10 to <20,Yes,2018,Medicaid
Delaware,90917.0,20.9,20.0,21.8,20 to <30,Yes,2019,Medicaid
Delaware,89869.0,21.3,20.3,22.2,20 to <30,Yes,2020,Medicaid
Delaware,95791.0,23.1,22.1,24.0,20 to <30,Yes,2021,Medicaid
Delaware,98888.0,25.7,24.7,26.7,20 to <30,Yes,2022,Medicaid
Delaware,1572.0,23.8,15.6,36.0,20 to <30,Yes,2011,National Survey of Children's Health†
Delaware,2811.0,39.3,29.2,52.9,30+,Yes,2020,National Survey of Children's Health†
Delaware,1383.0,36.6,26.0,51.2,30+,Yes,2022,National Survey of Children's Health†
Delaware,106279.0,2.3,2.0,2.6,<10,Yes,2000,Special Education Child Count
Delaware,107316.0,2.4,2.1,2.7,<10,Yes,2001,Special Education Child Count
Delaware,107916.0,2.8,2.5,3.1,<10,Yes,2002,Special Education Child Count
Delaware,109122.0,3.1,2.8,3.5,<10,Yes,2003,Special Education Child Count
Delaware,110142.0,3.5,3.2,3.9,<10,Yes,2004,Special Education Child Count
Delaware,111746.0,3.9,3.6,4.3,<10,Yes,2005,Special Education Child Count
Delaware,112988.0,4.6,4.2,5.0,<10,Yes,2006,Special Education Child Count
Delaware,113174.0,5.1,4.7,5.6,<10,Yes,2007,Special Education Child Count
Delaware,115234.0,5.8,5.3,6.2,<10,Yes,2008,Special Education Child Count
Delaware,116509.0,6.2,5.8,6.7,<10,Yes,2009,Special Education Child Count
Delaware,117967.0,6.3,5.9,6.8,<10,Yes,2010,Special Education Child Count
Delaware,117428.0,7.1,6.6,7.6,<10,Yes,2011,Special Education Child Count
Delaware,117607.0,7.7,7.2,8.2,<10,Yes,2012,Special Education Child Count
Delaware,119786.0,8.2,7.7,8.7,<10,Yes,2013,Special Education Child Count
Delaware,122317.0,9.3,8.8,9.9,<10,Yes,2014,Special Education Child Count
Delaware,123254.0,10.6,10.1,11.2,10 to <20,Yes,2015,Special Education Child Count
Delaware,124609.0,11.1,10.5,11.7,10 to <20,Yes,2016,Special Education Child Count
Delaware,124548.0,13.0,12.4,13.7,10 to <20,Yes,2017,Special Education Child Count
Delaware,126504.0,14.0,13.4,14.7,10 to <20,Yes,2018,Special Education Child Count
Delaware,127818.0,15.3,14.6,16.0,10 to <20,Yes,2019,Special Education Child Count
Delaware,126596.0,16.9,16.2,17.6,10 to <20,Yes,2020,Special Education Child Count
Delaware,127938.0,19.1,18.4,19.9,10 to <20,Yes,2021,Special Education Child Count
Delaware,129476.0,21.8,21.0,22.6,20 to <30,Yes,2022,Special Education Child Count
District of Columbia,58590.0,0.5,0.4,0.8,<10,Yes,2000,Medicaid
District of Columbia,58799.0,0.5,0.4,0.7,<10,Yes,2001,Medicaid
District of Columbia,56388.0,0.4,0.3,0.7,<10,Yes,2002,Medicaid
District of Columbia,61285.0,0.7,0.5,1.0,<10,Yes,2003,Medicaid
District of Columbia,62570.0,0.9,0.7,1.2,<10,Yes,2004,Medicaid
District of Columbia,62544.0,0.9,0.7,1.1,<10,Yes,2005,Medicaid
District of Columbia,61119.0,1.5,1.2,1.9,<10,Yes,2006,Medicaid
District of Columbia,59545.0,1.6,1.4,2.0,<10,Yes,2007,Medicaid
District of Columbia,58586.0,2.0,1.7,2.4,<10,Yes,2008,Medicaid
District of Columbia,58975.0,3.8,3.4,4.4,<10,Yes,2009,Medicaid
District of Columbia,61320.0,4.5,4.0,5.1,<10,Yes,2010,Medicaid
District of Columbia,62845.0,5.5,4.9,6.1,<10,Yes,2011,Medicaid
District of Columbia,63895.0,6.5,5.9,7.1,<10,Yes,2012,Medicaid
District of Columbia,64611.0,8.4,7.7,9.1,<10,Yes,2013,Medicaid
District of Columbia,67107.0,10.5,9.7,11.3,10 to <20,Yes,2016,Medicaid
District of Columbia,73861.0,10.6,9.9,11.3,10 to <20,Yes,2021,Medicaid
District of Columbia,76921.0,17.5,16.5,18.4,10 to <20,Yes,2022,Medicaid
District of Columbia,2561.0,21.6,14.0,33.0,20 to <30,Yes,2020,National Survey of Children's Health†
District of Columbia,1151.0,19.2,11.0,33.4,10 to <20,Yes,2022,National Survey of Children's Health†
District of Columbia,55111.0,1.8,1.5,2.2,<10,Yes,2000,Special Education Child Count
District of Columbia,54822.0,2.5,2.1,2.9,<10,Yes,2001,Special Education Child Count
District of Columbia,60385.0,2.6,2.3,3.1,<10,Yes,2002,Special Education Child Count
District of Columbia,62534.0,3.0,2.6,3.4,<10,Yes,2003,Special Education Child Count
District of Columbia,56081.0,5.1,4.5,5.7,<10,Yes,2008,Special Education Child Count
District of Columbia,55499.0,7.1,6.4,7.8,<10,Yes,2010,Special Education Child Count
District of Columbia,55520.0,8.0,7.3,8.8,<10,Yes,2011,Special Education Child Count
District of Columbia,56954.0,9.0,8.2,9.8,<10,Yes,2012,Special Education Child Count
District of Columbia,58956.0,9.8,9.0,10.6,<10,Yes,2013,Special Education Child Count
District of Columbia,60718.0,10.2,9.4,11.0,10 to <20,Yes,2014,Special Education Child Count
District of Columbia,63804.0,10.9,10.1,11.7,10 to <20,Yes,2015,Special Education Child Count
District of Columbia,65732.0,11.9,11.1,12.7,10 to <20,Yes,2016,Special Education Child Count
District of Columbia,67123.0,13.0,12.1,13.8,10 to <20,Yes,2017,Special Education Child Count
District of Columbia,68136.0,14.4,13.5,15.3,10 to <20,Yes,2018,Special Education Child Count
District of Columbia,69252.0,16.0,15.0,16.9,10 to <20,Yes,2019,Special Education Child Count
District of Columbia,71623.0,22.3,21.2,23.4,20 to <30,Yes,2022,Special Education Child Count
Florida,27615.0,4.2,3.5,5.0,<10,Yes,2006,ADDM Network*
Florida,29366.0,7.2,6.3,8.2,<10,Yes,2008,ADDM Network*
Florida,801638.0,1.7,1.6,1.8,<10,Yes,2000,Medicaid
Florida,904760.0,1.7,1.6,1.7,<10,Yes,2001,Medicaid
Florida,998003.0,1.7,1.7,1.8,<10,Yes,2002,Medicaid
Florida,1046227.0,2.0,1.9,2.1,<10,Yes,2003,Medicaid
Florida,1054779.0,2.3,2.2,2.4,<10,Yes,2004,Medicaid
Florida,1109808.0,2.6,2.5,2.7,<10,Yes,2005,Medicaid
Florida,1079107.0,3.1,3.0,3.2,<10,Yes,2006,Medicaid
Florida,1010850.0,3.3,3.2,3.5,<10,Yes,2007,Medicaid
Florida,1057472.0,4.0,3.9,4.1,<10,Yes,2008,Medicaid
Florida,1227086.0,4.6,4.4,4.7,<10,Yes,2009,Medicaid
Florida,1369370.0,5.2,5.1,5.3,<10,Yes,2010,Medicaid
Florida,1456639.0,5.6,5.5,5.7,<10,Yes,2011,Medicaid
Florida,1522818.0,6.7,6.5,6.8,<10,Yes,2012,Medicaid
Florida,1676150.0,7.5,7.4,7.6,<10,Yes,2013,Medicaid
Florida,1985719.0,12.4,12.2,12.5,10 to <20,Yes,2016,Medicaid
Florida,2045260.0,10.5,10.4,10.6,10 to <20,Yes,2017,Medicaid
Florida,2019054.0,9.3,9.1,9.4,<10,Yes,2018,Medicaid
Florida,1971684.0,17.0,16.8,17.2,10 to <20,Yes,2019,Medicaid
Florida,2016958.0,17.6,17.4,17.8,10 to <20,Yes,2020,Medicaid
Florida,2134140.0,20.0,19.8,20.2,20 to <30,Yes,2021,Medicaid
Florida,2163397.0,23.0,22.8,23.2,20 to <30,Yes,2022,Medicaid
Florida,1590.0,17.9,10.8,29.4,10 to <20,Yes,2011,National Survey of Children's Health†
Florida,2889.0,25.2,19.4,32.8,20 to <30,Yes,2020,National Survey of Children's Health†
Florida,1341.0,50.9,36.4,70.7,30+,Yes,2022,National Survey of Children's Health†
Florida,2203889.0,1.5,1.5,1.6,<10,Yes,2000,Special Education Child Count
Florida,2266215.0,1.8,1.7,1.8,<10,Yes,2001,Special Education Child Count
Florida,2305437.0,2.1,2.0,2.1,<10,Yes,2002,Special Education Child Count
Florida,2346054.0,2.4,2.3,2.4,<10,Yes,2003,Special Education Child Count
Florida,2394178.0,2.7,2.6,2.8,<10,Yes,2004,Special Education Child Count
Florida,2424459.0,3.0,3.0,3.1,<10,Yes,2005,Special Education Child Count
Florida,2423333.0,3.5,3.4,3.6,<10,Yes,2006,Special Education Child Count
Florida,2422427.0,4.1,4.0,4.2,<10,Yes,2007,Special Education Child Count
Florida,2389359.0,4.9,4.8,5.0,<10,Yes,2008,Special Education Child Count
Florida,2386970.0,5.7,5.6,5.8,<10,Yes,2009,Special Education Child Count
Florida,2393471.0,6.6,6.5,6.7,<10,Yes,2010,Special Education Child Count
Florida,2409916.0,7.4,7.3,7.5,<10,Yes,2011,Special Education Child Count
Florida,2426549.0,8.3,8.2,8.4,<10,Yes,2012,Special Education Child Count
Florida,2454956.0,9.3,9.2,9.4,<10,Yes,2013,Special Education Child Count
Florida,2493779.0,10.2,10.1,10.4,10 to <20,Yes,2014,Special Education Child Count
Florida,2532598.0,11.2,11.1,11.3,10 to <20,Yes,2015,Special Education Child Count
Florida,2555399.0,12.1,12.0,12.3,10 to <20,Yes,2016,Special Education Child Count
Florida,2571629.0,13.1,13.0,13.2,10 to <20,Yes,2017,Special Education Child Count
Florida,2581374.0,14.3,14.1,14.4,10 to <20,Yes,2018,Special Education Child Count
Florida,2589995.0,15.4,15.3,15.6,10 to <20,Yes,2019,Special Education Child Count
Florida,2554697.0,16.7,16.6,16.9,10 to <20,Yes,2020,Special Education Child Count
Florida,2574575.0,18.0,17.8,18.2,10 to <20,Yes,2021,Special Education Child Count
Florida,2608890.0,19.4,19.2,19.5,10 to <20,Yes,2022,Special Education Child Count
Georgia,43593.0,6.5,5.8,7.3,<10,Yes,2000,ADDM Network*
Georgia,44299.0,7.6,6.8,8.5,<10,Yes,2002,ADDM Network*
Georgia,45190.0,8.9,8.0,9.8,<10,Yes,2004,ADDM Network*
Georgia,46621.0,10.2,9.3,11.1,10 to <20,Yes,2006,ADDM Network*
Georgia,50427.0,11.9,11.0,12.9,10 to <20,Yes,2008,ADDM Network*
Georgia,48529.0,15.5,14.5,16.7,10 to <20,Yes,2010,ADDM Network*
Georgia,49720.0,15.5,14.5,16.6,10 to <20,Yes,2012,ADDM Network*
Georgia,51161.0,17.0,15.9,18.1,10 to <20,Yes,2014,ADDM Network*
Georgia,24113.0,18.9,17.3,20.7,10 to <20,Yes,2016,ADDM Network*
Georgia,23580.0,21.8,20.0,23.7,20 to <30,Yes,2018,ADDM Network*
Georgia,21921.0,25.2,23.2,27.4,20 to <30,Yes,2020,ADDM Network*
Georgia,35213.0,32.6,30.8,34.5,30+,Yes,2022,ADDM Network*
Georgia,460568.0,2.3,2.1,2.4,<10,Yes,2000,Medicaid
Georgia,540112.0,2.4,2.3,2.5,<10,Yes,2001,Medicaid
Georgia,606252.0,2.7,2.6,2.9,<10,Yes,2002,Medicaid
Georgia,656791.0,3.3,3.2,3.5,<10,Yes,2003,Medicaid
Georgia,705383.0,3.8,3.7,3.9,<10,Yes,2004,Medicaid
Georgia,751510.0,4.0,3.8,4.1,<10,Yes,2005,Medicaid
Georgia,707071.0,4.1,4.0,4.2,<10,Yes,2006,Medicaid
Georgia,651351.0,4.6,4.4,4.7,<10,Yes,2007,Medicaid
Georgia,665660.0,5.2,5.0,5.4,<10,Yes,2008,Medicaid
Georgia,732831.0,5.7,5.5,5.9,<10,Yes,2009,Medicaid
Georgia,788431.0,6.3,6.2,6.5,<10,Yes,2010,Medicaid
Georgia,810505.0,6.8,6.7,7.0,<10,Yes,2011,Medicaid
Georgia,834418.0,7.4,7.2,7.6,<10,Yes,2012,Medicaid
Georgia,841440.0,8.1,7.9,8.3,<10,Yes,2013,Medicaid
Georgia,1156740.0,10.0,9.9,10.2,10 to <20,Yes,2016,Medicaid
Georgia,1138233.0,11.4,11.2,11.6,10 to <20,Yes,2017,Medicaid
Georgia,1151861.0,13.0,12.8,13.3,10 to <20,Yes,2018,Medicaid
Georgia,1138777.0,14.6,14.4,14.8,10 to <20,Yes,2019,Medicaid
Georgia,1157572.0,14.8,14.5,15.0,10 to <20,Yes,2020,Medicaid
Georgia,1249170.0,16.3,16.1,16.5,10 to <20,Yes,2021,Medicaid
Georgia,1319406.0,18.3,18.1,18.6,10 to <20,Yes,2022,Medicaid
Georgia,2862.0,29.4,21.5,40.2,20 to <30,Yes,2020,National Survey of Children's Health†
Georgia,2243.0,34.5,26.5,44.8,30+,Yes,2022,National Survey of Children's Health†
Georgia,1301729.0,1.4,1.4,1.5,<10,Yes,2000,Special Education Child Count
Georgia,1326151.0,1.8,1.7,1.9,<10,Yes,2001,Special Education Child Count
Georgia,1346495.0,2.2,2.1,2.3,<10,Yes,2002,Special Education Child Count
Georgia,1367276.0,2.8,2.7,2.9,<10,Yes,2003,Special Education Child Count
Georgia,1393151.0,3.2,3.1,3.3,<10,Yes,2004,Special Education Child Count
Georgia,1431431.0,3.8,3.7,3.9,<10,Yes,2005,Special Education Child Count
Georgia,1459386.0,4.5,4.4,4.6,<10,Yes,2006,Special Education Child Count
Georgia,1479890.0,5.0,4.9,5.1,<10,Yes,2007,Special Education Child Count
Georgia,1485730.0,5.5,5.4,5.6,<10,Yes,2008,Special Education Child Count
Georgia,1494420.0,6.0,5.9,6.1,<10,Yes,2009,Special Education Child Count
Georgia,1502243.0,6.5,6.4,6.6,<10,Yes,2010,Special Education Child Count
Georgia,1506291.0,7.2,7.0,7.3,<10,Yes,2011,Special Education Child Count
Georgia,1521243.0,7.8,7.6,7.9,<10,Yes,2012,Special Education Child Count
Georgia,1541824.0,8.3,8.2,8.5,<10,Yes,2013,Special Education Child Count
Georgia,1564671.0,8.9,8.7,9.0,<10,Yes,2014,Special Education Child Count
Georgia,1581764.0,9.6,9.4,9.7,<10,Yes,2015,Special Education Child Count
Georgia,1589860.0,10.3,10.1,10.5,10 to <20,Yes,2016,Special Education Child Count
Georgia,1594516.0,11.1,11.0,11.3,10 to <20,Yes,2017,Special Education Child Count
Georgia,1592386.0,11.9,11.8,12.1,10 to <20,Yes,2018,Special Education Child Count
Georgia,1593259.0,12.8,12.6,13.0,10 to <20,Yes,2019,Special Education Child Count
Georgia,1571923.0,13.9,13.7,14.1,10 to <20,Yes,2020,Special Education Child Count
Georgia,1571958.0,14.8,14.6,15.0,10 to <20,Yes,2021,Special Education Child Count
Georgia,1580448.0,16.4,16.2,16.6,10 to <20,Yes,2022,Special Education Child Count
Hawaii,62623.0,0.7,0.5,1.0,<10,Yes,2000,Medicaid
Hawaii,64743.0,0.7,0.5,0.9,<10,Yes,2001,Medicaid
Hawaii,68692.0,0.7,0.5,0.9,<10,Yes,2002,Medicaid
Hawaii,71906.0,0.7,0.5,0.9,<10,Yes,2003,Medicaid
Hawaii,74716.0,1.0,0.8,1.2,<10,Yes,2004,Medicaid
Hawaii,78809.0,2.0,1.7,2.3,<10,Yes,2005,Medicaid
Hawaii,80003.0,1.7,1.5,2.0,<10,Yes,2006,Medicaid
Hawaii,81478.0,2.1,1.8,2.4,<10,Yes,2007,Medicaid
Hawaii,81986.0,2.0,1.7,2.3,<10,Yes,2008,Medicaid
Hawaii,91918.0,2.0,1.7,2.3,<10,Yes,2009,Medicaid
Hawaii,99733.0,1.9,1.7,2.2,<10,Yes,2010,Medicaid
Hawaii,106656.0,2.1,1.8,2.3,<10,Yes,2011,Medicaid
Hawaii,111935.0,1.9,1.7,2.2,<10,Yes,2012,Medicaid
Hawaii,114273.0,2.4,2.1,2.7,<10,Yes,2013,Medicaid
Hawaii,126170.0,3.6,3.3,3.9,<10,Yes,2016,Medicaid
Hawaii,125357.0,4.2,3.8,4.5,<10,Yes,2017,Medicaid
Hawaii,124301.0,4.3,4.0,4.7,<10,Yes,2018,Medicaid
Hawaii,121385.0,4.5,4.1,4.9,<10,Yes,2019,Medicaid
Hawaii,121635.0,4.3,3.9,4.7,<10,Yes,2020,Medicaid
Hawaii,130205.0,6.7,6.2,7.1,<10,Yes,2021,Medicaid
Hawaii,133882.0,8.0,7.5,8.5,<10,Yes,2022,Medicaid
Hawaii,2981.0,17.8,13.0,24.2,10 to <20,Yes,2020,National Survey of Children's Health†
Hawaii,1607.0,17.7,11.3,27.5,10 to <20,Yes,2022,National Survey of Children's Health†
Hawaii,169370.0,1.6,1.4,1.8,<10,Yes,2000,Special Education Child Count
Hawaii,169693.0,2.2,1.9,2.4,<10,Yes,2001,Special Education Child Count
Hawaii,169324.0,3.0,2.8,3.3,<10,Yes,2002,Special Education Child Count
Hawaii,168579.0,3.5,3.3,3.8,<10,Yes,2003,Special Education Child Count
Hawaii,168103.0,4.1,3.8,4.4,<10,Yes,2004,Special Education Child Count
Hawaii,166989.0,4.7,4.4,5.0,<10,Yes,2005,Special Education Child Count
Hawaii,165116.0,5.0,4.7,5.3,<10,Yes,2006,Special Education Child Count
Hawaii,163128.0,5.3,4.9,5.6,<10,Yes,2007,Special Education Child Count
Hawaii,162214.0,5.7,5.3,6.1,<10,Yes,2008,Special Education Child Count
Hawaii,162491.0,6.0,5.6,6.4,<10,Yes,2009,Special Education Child Count
Hawaii,161965.0,6.1,5.7,6.5,<10,Yes,2010,Special Education Child Count
Hawaii,164163.0,6.4,6.0,6.8,<10,Yes,2011,Special Education Child Count
Hawaii,165531.0,6.8,6.4,7.2,<10,Yes,2012,Special Education Child Count
Hawaii,167476.0,6.9,6.6,7.4,<10,Yes,2013,Special Education Child Count
Hawaii,168899.0,7.3,6.9,7.7,<10,Yes,2014,Special Education Child Count
Hawaii,165143.0,7.8,7.4,8.3,<10,Yes,2015,Special Education Child Count
Hawaii,164822.0,8.3,7.9,8.7,<10,Yes,2016,Special Education Child Count
Hawaii,164505.0,8.7,8.2,9.1,<10,Yes,2017,Special Education Child Count
Hawaii,164816.0,9.2,8.8,9.7,<10,Yes,2018,Special Education Child Count
Hawaii,164867.0,9.8,9.3,10.3,<10,Yes,2019,Special Education Child Count
Hawaii,162171.0,10.7,10.2,11.2,10 to <20,Yes,2020,Special Education Child Count
Hawaii,158615.0,11.8,11.2,12.3,10 to <20,Yes,2021,Special Education Child Count
Hawaii,155784.0,12.8,12.3,13.4,10 to <20,Yes,2022,Special Education Child Count
Idaho,66850.0,6.2,5.6,6.8,<10,Yes,2000,Medicaid
Idaho,82400.0,6.1,5.6,6.6,<10,Yes,2001,Medicaid
Idaho,90875.0,7.0,6.4,7.5,<10,Yes,2002,Medicaid
Idaho,97498.0,8.1,7.6,8.7,<10,Yes,2003,Medicaid
Idaho,103459.0,9.6,9.0,10.2,<10,Yes,2004,Medicaid
Idaho,105721.0,11.8,11.1,12.4,10 to <20,Yes,2005,Medicaid
Idaho,103457.0,14.2,13.5,14.9,10 to <20,Yes,2006,Medicaid
Idaho,108059.0,17.1,16.3,17.9,10 to <20,Yes,2007,Medicaid
Idaho,104212.0,20.8,19.9,21.6,20 to <30,Yes,2008,Medicaid
Idaho,113252.0,20.8,20.0,21.7,20 to <30,Yes,2009,Medicaid
Idaho,125252.0,20.7,20.0,21.5,20 to <30,Yes,2010,Medicaid
Idaho,139039.0,18.6,17.9,19.3,10 to <20,Yes,2012,Medicaid
Idaho,139741.0,18.9,18.2,19.6,10 to <20,Yes,2013,Medicaid
Idaho,181215.0,18.2,17.6,18.8,10 to <20,Yes,2016,Medicaid
Idaho,183285.0,19.2,18.6,19.8,10 to <20,Yes,2017,Medicaid
Idaho,177255.0,21.8,21.2,22.5,20 to <30,Yes,2018,Medicaid
Idaho,170529.0,24.8,24.0,25.5,20 to <30,Yes,2019,Medicaid
Idaho,158868.0,32.6,31.7,33.5,30+,Yes,2020,Medicaid
Idaho,169489.0,28.2,27.4,29.0,20 to <30,Yes,2021,Medicaid
Idaho,175734.0,31.7,30.9,32.5,30+,Yes,2022,Medicaid
Idaho,1498.0,12.2,7.3,20.6,10 to <20,Yes,2007,National Survey of Children's Health†
Idaho,1584.0,20.1,12.3,32.9,20 to <30,Yes,2011,National Survey of Children's Health†
Idaho,2966.0,22.4,17.0,29.5,20 to <30,Yes,2020,National Survey of Children's Health†
Idaho,1430.0,27.5,19.7,38.3,20 to <30,Yes,2022,National Survey of Children's Health†
Idaho,225835.0,1.2,1.1,1.4,<10,Yes,2000,Special Education Child Count
Idaho,226311.0,1.5,1.3,1.6,<10,Yes,2001,Special Education Child Count
Idaho,228122.0,2.0,1.8,2.2,<10,Yes,2002,Special Education Child Count
Idaho,230858.0,2.3,2.1,2.5,<10,Yes,2003,Special Education Child Count
Idaho,233896.0,2.8,2.6,3.0,<10,Yes,2004,Special Education Child Count
Idaho,239211.0,3.4,3.2,3.6,<10,Yes,2005,Special Education Child Count
Idaho,243671.0,3.9,3.7,4.2,<10,Yes,2006,Special Education Child Count
Idaho,247944.0,4.7,4.4,4.9,<10,Yes,2007,Special Education Child Count
Idaho,250738.0,5.4,5.1,5.6,<10,Yes,2008,Special Education Child Count
Idaho,252048.0,6.1,5.8,6.5,<10,Yes,2009,Special Education Child Count
Idaho,252894.0,6.9,6.6,7.2,<10,Yes,2010,Special Education Child Count
Idaho,256634.0,7.2,6.9,7.5,<10,Yes,2011,Special Education Child Count
Idaho,259742.0,7.6,7.2,7.9,<10,Yes,2012,Special Education Child Count
Idaho,268999.0,7.9,7.5,8.2,<10,Yes,2013,Special Education Child Count
Idaho,266586.0,8.5,8.1,8.8,<10,Yes,2014,Special Education Child Count
Idaho,268654.0,9.1,8.7,9.4,<10,Yes,2015,Special Education Child Count
Idaho,273516.0,9.5,9.2,9.9,<10,Yes,2016,Special Education Child Count
Idaho,277227.0,10.0,9.6,10.4,10 to <20,Yes,2017,Special Education Child Count
Idaho,284765.0,10.5,10.2,10.9,10 to <20,Yes,2018,Special Education Child Count
Idaho,285235.0,11.0,10.6,11.4,10 to <20,Yes,2019,Special Education Child Count
Idaho,283224.0,11.9,11.5,12.3,10 to <20,Yes,2020,Special Education Child Count
Idaho,288673.0,12.6,12.2,13.0,10 to <20,Yes,2021,Special Education Child Count
Idaho,291782.0,13.3,12.8,13.7,10 to <20,Yes,2022,Special Education Child Count
Illinois,706643.0,1.9,1.8,2.0,<10,Yes,2000,Medicaid
Illinois,761748.0,2.0,1.9,2.1,<10,Yes,2001,Medicaid
Illinois,784475.0,2.2,2.1,2.3,<10,Yes,2002,Medicaid
Illinois,813830.0,2.4,2.3,2.5,<10,Yes,2003,Medicaid
Illinois,865273.0,2.5,2.4,2.6,<10,Yes,2004,Medicaid
Illinois,909088.0,2.8,2.7,3.0,<10,Yes,2005,Medicaid
Illinois,953558.0,3.3,3.2,3.4,<10,Yes,2006,Medicaid
Illinois,998442.0,3.5,3.3,3.6,<10,Yes,2007,Medicaid
Illinois,1043293.0,4.5,4.4,4.6,<10,Yes,2008,Medicaid
Illinois,1119178.0,5.2,5.1,5.4,<10,Yes,2009,Medicaid
Illinois,1182884.0,5.7,5.5,5.8,<10,Yes,2010,Medicaid
Illinois,1231833.0,6.2,6.1,6.4,<10,Yes,2011,Medicaid
Illinois,1320887.0,6.6,6.5,6.8,<10,Yes,2012,Medicaid
Illinois,1300634.0,7.2,7.0,7.3,<10,Yes,2013,Medicaid
Illinois,1224958.0,9.1,8.9,9.2,<10,Yes,2016,Medicaid
Illinois,1203840.0,10.0,9.8,10.2,10 to <20,Yes,2017,Medicaid
Illinois,1182992.0,10.7,10.6,10.9,10 to <20,Yes,2018,Medicaid
